obs_id,score,rank
6,0.780476667,1
1674,0.7660063810000001,2
55,0.758419296,3
1668,0.75543388,4
1743,0.7552770600000003,5
34,0.7540913939999999,6
1780,0.7530728190000002,7
1781,0.7494638450000001,8
17,0.748961029,9
98,0.74322458,10
1678,0.739996804,11
1772,0.739870787,12
1747,0.739537173,13
1837,0.73671017,14
1822,0.7339815500000001,15
1671,0.731353823,16
99,0.730287012,17
1716,0.7275589520000002,18
1786,0.7257302,19
1795,0.7257302,20
1701,0.7211631620000001,21
1840,0.7204897730000001,22
25,0.720485869,23
28,0.719067557,24
1804,0.712455127,25
23,0.7065249650000001,26
1722,0.7043800410000001,27
81,0.7015942690000001,28
65,0.7004500920000001,29
29,0.6968237709999999,30
1753,0.696722837,31
22,0.694450595,32
63,0.692277561,33
168,0.6870505880000001,34
90,0.685988798,35
155,0.685988798,36
1792,0.684980667,37
16,0.684198429,38
78,0.682643305,39
1750,0.681109095,40
106,0.6808996740000001,41
1807,0.678245305,42
1723,0.6761127130000001,43
27,0.6760111430000001,44
1815,0.674052987,45
32,0.6738662660000001,46
1800,0.67017643,47
1816,0.668464889,48
119,0.664038046,49
880,0.663542246,50
1713,0.663216382,51
1740,0.6612906390000001,52
922,0.6607765110000002,53
1699,0.66007158,54
852,0.6594336599999999,55
1693,0.656785191,56
121,0.656254785,57
24,0.6558688660000002,58
938,0.655356356,59
1766,0.65490694,60
854,0.6548111380000001,61
1767,0.6546941350000001,62
1739,0.6526872590000001,63
1789,0.6517650800000001,64
14,0.6507592459999999,65
1746,0.6495320850000001,66
970,0.6491789579999999,67
70,0.648022588,68
1729,0.647818407,69
957,0.6471479840000001,70
1825,0.645107377,71
101,0.642706615,72
1817,0.6427009320000001,73
157,0.641687644,74
5,0.640027821,75
77,0.6395242340000001,76
1728,0.639016444,77
118,0.6388307339999999,78
1777,0.637115812,79
1798,0.636812203,80
871,0.6365594,81
910,0.634929238,82
1835,0.634836767,83
1696,0.6338526380000001,84
120,0.6307275929999999,85
145,0.628943499,86
856,0.6271615250000001,87
1709,0.626451471,88
1744,0.6261486119999999,89
1685,0.625883257,90
943,0.625069824,91
80,0.6234017629999999,92
26,0.621601044,93
163,0.6211936729999998,94
147,0.618812987,95
1765,0.6171775890000001,96
134,0.617111115,97
1775,0.6167017670000001,98
902,0.615276393,99
62,0.6142255520000001,100
1790,0.613553683,101
2,0.6131557009999999,102
1785,0.613069003,103
1741,0.612699926,104
114,0.612029384,105
1770,0.6107562360000001,106
74,0.6096858,107
